Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
Nacionalizar el agua.,"Sueldos mas justos, guarderias para que las amas de casa puedan salir.","Desarrollo de insumos tecnologicos que puedan ser operados por cualquier personas, como son las aplicaciones que se manejan con telefonos inteligentes.",Dar medicamentos.,"Mejores condiciones para los COT, economicas y laborales. No a la violencia laboral.",EDOMEX,27
Investigar nuevas fuentes de energía como la solar. Recuperar las privadas que algún dia fueron del estado. Celdas electricas en cada hogar. Regularizar contratos al alcance de los ciudadanos. Distribución de energía con empresas de gobierno de bienestar.,Pugnar para que la gente de escasos recursos tengan para comer 3 veces al dia con alimentos nutritivos.,"Capacitación laboral constante, Educación de recursos naturales, Educación no memorización si no comprensión.","Lo que falta es que los servidores de la nación hagn su trabajo como deben de ser, siguen con el regimen corrupto.",Que aumenten el salario.,EDOMEX,27
"Lograr que en el congreso se alcance la mayoría calificada para blindar la energía electrica, entre otras. Garantizar que la producción sea nacional por ser estratégica para la Soberanía Nacional, y mantener la producción en México. Ser un país de jovenes.",Buscar la manera de eliminar impuestos a los que reciben salario minimo.,"Magnetismo, Energía magnetica.","Jovenes construyendo el futuro fue un mal manejo, los corruptos hicieron de las suyas con ayuda de los siervos de la nación.",Recuperar recursos de todo abuso anterior como el fobaproa y el enriquecimiento ilicito.,EDOMEX,27
Consolidar la independencia y soberanía en el petroleo y la energía electrica en lo que se desarrollan otras alternativas de energía limpia. Que se permita la progresividad y desarrollo de los distintos sectores económicos.,Disminuir el % de IVA e ISR a sueldos y salarios. Que los reos en penales sean productivos economicamente.,Impulso a centros de desarrollo tecnológico e innovación para aplicar en el desarrollo economico del país.,"Los ingresos no solo provienen del empleo, si no de los pequeños negocios y empresas por lo que es importante la formación y capacitación de pequeños empresarios y comerciantes.",Reducción de jornada de trabajo.,EDOMEX,27
Impulsar a las centrales hidroeléctricas y a la creación de centrales nucleoeléctricas.,Apoyo a personas discapacitadas.,Enfocar la ciencia en beneficio de la sociedad para cubrir necesidades a bajo costo.,Que los programas lleguen a los lugares más lejanos.,"Propuesta para maestros que tengan apoyo, prestaciones de la ley.",EDOMEX,27
Nacionalizar.,Las tres opciones son buenas pero solo van a servir si se aplican con honestidad.,"Que la ciencia y tecnología para protección y regeneración del medio ambiente, ya que debemos de ser empaticos. Los recursos naturales nos dan bienestar.","Impulso a empresas sociales, cooperativas y proyectos sociales de beneficio colectivo y comunitario financiado por el estado.","Mejorar condiciones de trabajo, impulsar capacitaciones laborales para subir de nivel en las empresas y que realmente se prohiba el outsorcing.",EDOMEX,27
Distribución social de energías alternativas.,Que paguen más impuestos los que ganan más. Dar seguimiento al aumento de salarios. Seguimiento con apoyos sociales.,"Nuevos modelos para tener más primarias, secundarias, preparatorias y universidades y todo lo que se llama educación.",Fomentar también la cultura de producción para el autoconsumo. Enfasis en el 1er nivel de atención a la salud. Fomentar la organización social para vigilar que los programas lleguen de forma adecuada a quien lo necesita.,"Capacitación, mejores sueldos, horarios mas flexibles, mas guarderias.",EDOMEX,27
Promover la obtención de gas a partir de elementos en estado de descomposición como son animales y vegetales.,Mano dura con empresarios que reciben recursos economicos para golpear al gobierno.,"Universidades en ciencias, ingenierias, doctorados, al igual que tecnicas.","Que los bancos tengan un orden, se propone en espacios amplios y no en los centros de los poblados. Que los jovenes de bachillerato hagan servicio social en el oficio que les guste y asi recibir su beca para que los motive.","Mejores sueldos y prestaciones de la ley para empleados de empresas privadas, si no se realiza sanciones a las mismas.",EDOMEX,27
Informar y facilitar el conocimiento a la sociedad.,Economicamante se debe ver que a las mujeres se les ayude más en todos los ambitos.,"No dejar que haya más fuga de cerebros, por el contrario estimularlos y aprovecharlos.","Que se aprovechen en realidad los recursos, que lleguen a los problemas sociales.","Realizar reformas para que las horas de trabajo sean 8 de lunes a viernes, mejorar el salario y pensiones dignas.",EDOMEX,27
Que en lo económico se revice muy bien porque hay mucha gente que paga arriba de 3000 pesos en recibos de casa.,"Emprender un nuevo camino, enfrentando retos y tareas.","Educación de calidad, solicitar la universidad Benito Júarez, universidad de la salúd, etc.","Verificar y ser mas contundentes en contra de los que usan los programas sociales con fines electorales, en Mexicaltzingo el pri nos quito el agua una semana despues de las elecciones gubernamentales.",Mejorar el trabajo para todos en las fabricas para que los que trabajan más ganen más.,EDOMEX,27
Hay gente que esta abusando de los proyectos de energeticos y se tienen que cuidar los pasos de los corruptos.,"Combatir la desigualdad, piso parejo para todos los empresarios y trabajadores.","Si el dinero es público en las universidades públicas, tienen que dar más beneficios.","Darle impulso al campo y menos fraccionamientos, el campo se ha olvidado, debe ser fuente de trabajo y tecnología.","Mayor apoyo a PyMEs nacionales, el sector nacional tiene igual capacidad que las empresas extranjeras.",EDOMEX,27
La recuperación de bosques y lagos o rios para el ahorro de energias por medio de la recuperación de nuestro clima. Educación de ahorro energético.,Se debe fomentar la creación de comunas o cooperativas en temas para generación de empleos desde la perspectiva de cooperativas.,Retorno de cerebros que estan en el extranjero con apoyo economico y reconocimiento de sus logros.,Buscar formas de autoempleo con apoyo a emprendedores pero con seguimiento.,Igualdad de pagos y horas laborales para mujeres y hombres. Exigir a las empresas pequeñas dar utilidades.,EDOMEX,27
Que el Litio sea 100% nacional sin participación privada.,Continuar con la distribución de los recursos.,Internet gratis en todo el EDOMEX. Apoyo para mejores recursos públicos en la educación.,Conformar cooperativas para aprovechar los recursos que otorga el Gob. Federal y asi generar empleo y más recursos.,"Los centros de seeguro social estan totalmente destruidos, debe haber mas medicamentos y aparatos para la ciudadania.",EDOMEX,27
"Minimizar la burocracia que existe en los trámites para contratar servicios eléctricos. Mejorar el servicio de mantenimiento en electricidad en el campo (cableado, postes, etc).",Repartir las ganancias entre los ciudadanos.,"Acabar con la mafia y corrupción en el SIN. Que el presupuesto economico llegue a las academias y estudiantes, no a las empresas privadas.",Oportunidades.,Que por ley se haga conciencia para que los jovenes tengamos una jubilación digna con nuevas reformas.,EDOMEX,27
"Distribuir recursos y financiar calentadores solares, agua y fotoceldas para la producción de energía eléctrica a nivel de cada hogar, con esa política se promoverá el ahorro en costos y demanda energética.",La integración de una reforma que se integre a la educación y comerciantes que comienzan a sobresalir.,Que la ciencia y tecnología sea un servicio para la nación.,Trabajar de manera local con las necesidades de cada comunidad para poder generar proyectos de mayor impacto.,Que el gobierno capacite a la gente en oficios y haga acuerdos con las empresas particulares para generar empleos.,EDOMEX,27
,Cobrar más impuestos a aquellas empresas que usan recursos naturales del país y aquellos empresarios que se benefician del gobierno.,Implementar un proceso obligatorio que compruebe todos los recursos aplicados en investigación economicos o materiales y que rindan cuentas ante instituciones que procedan legalmente como el SAT O secretaría de hacienda.,"Mejorar las condiciones laborales de los profesores de primaria y secundaria, donde estos puedan también estar cerca de sus hogares.",Que de acuerdo a la nacionalidad de la Empresa se pague el salario.,EDOMEX,27
,Inspección laboral para evitar la firma anticipada y condicional de renuncias laborales.,"Aumento del 10% del PIB a la educación, ciencia y tecnología.",,Vigilar que los sindicatos sean de los trabajadores.,EDOMEX,27
,,"Apoyo a proyectos de los jovenes o (adultos con experiencia). Proyectos del pueblo. Internet gratis, educación basica con mejores aprendizajes.",,Bajar el % de ISR a sueldos y salarios. Que los reos en los penales sean obligatoriamente productivos como proceso de readaptación y obligación social.,EDOMEX,27
,,El servicio de internet para todos.,,"Defender más a los trabajadores, que tengan más prestaciones y respeto ante su persona de cada trabajo.",EDOMEX,27
,,"Enfocarse en la educación de la basica-media superior, recuperar las escuelas tecnicas para que no pierdan sus tecnologías para una mejor calidad de vida.",,Promover la participación activa de los trabajadores en la toma de desición.,EDOMEX,27
,,"Darles oportunidad a los jovenes para que terminen su carrera, oportunidades de trabajo ya que les piden experiencia pero no les dan oportunidad de que la tengan.",,Dar oportunidad de trabajo a estudiantes egresados.,EDOMEX,27
,,,,Yo considero que hacer igualdad para hombres y mujeres de manera justa.,EDOMEX,27
,,,,"Más democracia para las y los trabajadores de contrato, sustitucion y suplencias. Mismos derechos de personas basificadas. Derecho a vacaciones pagadas en las instancias ISSEMYM.",EDOMEX,27
,,,,Que no se discrimine a los adultos mayores en los contratos de trabajo.,EDOMEX,27
,,,,"Bajar el % al ISR, cobrarles el ISR de los trabajadores a empresas que no son del país.",EDOMEX,27
,,,,Impulsar la economía social y creación y apropiación de medios de producción con cooperativas y organizaciones de productores del campo y la ciudad.,EDOMEX,27
,,,,"Fuera contratos trimestrales, tomar en cuenta antigüedad y ser dinero acumulado y poder dar servicio medico.",EDOMEX,27
,,,,"En el tema del ISSEMYM hay muchas quejas. Se deben tener derechos laborales y dejar de contratar por outsorcing, no se ha respetado que se abran bases.",EDOMEX,27
,,,,Establecer como política pública el funcionamiento de empresas sociales cooperativas y proyectos sociales con financiemientos y creditos estatales.,EDOMEX,27
,,,,Combatir las malas practicas en la contratacion de trabajadores. Evitar y erradicar el neoliberalismo en las instituciones públicas. Combate a las mafias laborales.,EDOMEX,27
,,,,Detectar a profesionistas que no tienen trabajo.,EDOMEX,27
,,,,Regular y vigilar a las empresas que explotan al trabajador.,EDOMEX,27
,,,,Apoyo a los campesinos y artesanos.,EDOMEX,27
,,,,No permitir que se esten dando de baja en el seguro a los trabajadores en vacaciones y a finales del año y que den reparto de utilidades porque en algunos casos se pone a los trabajadores como socios para no darles utilidades como universidades privadas.,EDOMEX,27
,,,,Seguir adelante con toda la 4T.,EDOMEX,27
,,,,Apoyo la reducción de horas laborales y la credencial del buen ciudadano a los que pagan sus impuestos.,EDOMEX,27
,,,,"Mejorar las condiciones de la mujer que trabaja. En especial madres solteras. Crear un sistema público de cuidado de los niños en las horas de trabajo, no siemples guarderias. Un organismo público no subrogado.",EDOMEX,27
,,,,"Trabajos igualitarios, así colo los sueldos iguales y regularizar a las empresas para que cumplan los lineamientos.",EDOMEX,27
,,,,Mejorar las condiciones laborales y promover la capacitación permanente para elevar el nivel de los trabajadores.,EDOMEX,27
,,,,"Equilibrar el trabajo de las mujeres a trabajos iguales, remuneración igual y vigilar que así sea. Sancionar a las empresas que no cumplan. Crear instutuciones públicas de cuidado de los niños en las horas de trabajo de las mujeres.",EDOMEX,27
,,,,Empleo digno y remunerado.,EDOMEX,27
,,,,La conformación de las diferentes reformas.,EDOMEX,27
,,,,"Mejorar las condiciones de trabajo , un mejor salario, que exista una vigilancia para todas aquellas personas que no tienen un trabajo digno.",EDOMEX,27
,,,,Los trabajadores deben tener mejores prestaciones como acceso a la vivienda digna.,EDOMEX,27
,,,,Mejorar condiciones a los trabajadores y checar a los sindicatos.,EDOMEX,27
,,,,"Que haya igualdad en los sueldos y trabajo a los jovenes graduados, que no les dan la oportunidad para ellos.",EDOMEX,27
"Internet gratis, para estudiantes",Más apoyo a madres solteras,Abrir nuevas universidades públicas,Trabajo para gente con enfermedades crónicas,Apoyo al trabajo de campesinos y agricultores,EDOMEX,28
Integrar nuevamente a la mano calificada de (ex trajajadores de luz y fuerza,"Apoyo a primarias,secundarias",Escuelas virtuales,Programa de 60 años o mas en Huehuetoca,Integrar trabajadores informales al seguro social,EDOMEX,28
Poner en los planos de estudio en la universidad el plan energético,"Apoyar a la economía,y empresarios pequeños",Retomar el programa triple play de CFE,Apoyo a personas con discapcidad desde los 0 años a 64 años,Corredores industriales,EDOMEX,28
Que sigan las reformas energéticas,Crear corredores industriales en Zumpango,Aprovechar la preparación de los mexicanos,Opciones para adquirir bienes a personas sin antiguedad laboral,Eliminar en México el (NEORSIN),EDOMEX,28
Limitar las conexiones con empresas extranjeras,Educación gratuita para empresas y ciudadanía en general en temas fiscales,Que los universitarios tengan acceso al trabajo,Transporte gratis a estudiantes,Más vacantes de trabajo digno para adultos mayores,EDOMEX,28
Alumbramiento de calles y fraccionamientos,Más transporte de Zumpango a CDMX,Contenido cultural en Televición abierta,Sanción para personas que contaminen,Bajar las cotizaciones para poder jubilarse,EDOMEX,28
Enfocarnos en el desarrollo tecnológico,Trabajos mejor pagados y menos explotados,Aumentar el presupuesto a investigaciones,Educación ambiental y reciclaje gratis,Capacitación constante para trabajadores,EDOMEX,28
Métodos para cuidar el medio ambiente,Limitar a personas que han estado en el poder,Apoyo a jóvenes y educación sexual,Seguro social para todos,Aumento anual cada año,EDOMEX,28
Fomentar la investigación científica,Impuestos para empresas,Más carreras de Medicina veterinaria,Implementar la información financiera,Mejorar condiciones laborales en trabajo informal,EDOMEX,28
Tarifas justas,Sueldos más justos,Becas para primaria y secundaria para tecnológia,Incremento salarial,"Apoyo a amas de casa, que no reciben sueldo",EDOMEX,28
"Suministro eléctrico, de parte del gobierno para unidades habitacionales",Menos horas obligatorias,Que el cuidado al ambiente sea una materia,Revisión del recurso económico de sindicatos,Aumento en el sueldo de pensión,EDOMEX,28
Proyectos de energía limpia,Proyectos para adultos,Apoyo a transportistas bicentenario-Indios verdes,Que se regule el consumo sexual desde la musica,Mejorar las condiciones laborales,EDOMEX,28
"Foros ciudadanos, apoyo 100% a escuelas",Facilitar el pago de impuestos,Tecnologiá e investigación dedicada a la produccion en el campo,"Lugares culturales,danza alterna e hitoria",Talleres gratis de Conciencia ambiental,EDOMEX,28
"Que el pueblo apoye el proyecto, que se les incluya",Más empleos en el municipio,Mejor contenido en los medios,Primer empleo sin experiencia y pagado,Que sea obligatoria 1 hora de comida,EDOMEX,28
Eliminar gente corrupta de sus cargos,"Derecho a pensión, cuando se jubile",Más ciencia alcance de todas las esferas sociales,"Bienestar animal, programas sociales para quienes se dediquen a rescatar animalitos de la calle. Alto a los criaderos de perros.",Que las horas extras se paguen y no sean condicionadas,EDOMEX,28
Que nos se puedan vender nuestros recursos,Descuentos para adultos mayores,,,"Crear una ruta para que las personas que trabajan en la informalidad y las mujeres amas de casa, también puedan estar aseguradas y puedan asegurar a sus hijos, tengan vacaciones pagadas y derecho a la jubilación",EDOMEX,28
Computadoras y celulares desarrolladas por el Estado para conectar a todos y para que cuesten más baratas,"Jubilación del 100%, al empleado",,,"Que el Estado desarrolle aplicaciones como UBER pero para taxis públicos, con seguro social.",EDOMEX,28
,Sueldos consientes con el tiempo de trabajo,,,,EDOMEX,28
,Programas de empleos para jovenes y adultos,,,,EDOMEX,28
,Inscripción accesible en educación media superior,,,,EDOMEX,28
,Auditorías continuas a servidores públicos,,,,EDOMEX,28
,Mayor difusión de la información,,,,EDOMEX,28
,Transformar al ISSTE y el cálculo de pensiones,,,,EDOMEX,28
La soberanía está basada en sus recursos naturales pero que llegan al pueblo siendo nacionales,Se prenden oportunidades ¿Y que la bolsa de trabajo sea igual para la mujer y hombre,"Considerar que debe de haber becas a nivel Universidad el Politécnico está muy abandonado, pido una Escuela Superior del Politécnico nezahualcóyotl",Dar becas a los universitarios del Politécnico que vivan en nezahualcóyotl y hacer un campus del Politécnico en nezahualcóyotl,Que la Secretaría de trabajo y prevención social hiciera su trabajo y protegiera a los trabajadores,EDOMEX,29
Disminuir los costos de las gasolinas y las luz eléctrica,Ayudar al campo con mas tecnología como en estados Unidos,Regular la inversión pública en los proyectos de investigación para resolver las necesidades inmediatas del pueblo pero sin la investigación abre el parteaguas científico o tecnológico de uso general para la población humana que se siga financiando no cerrar la puerta al desarrollo,Que tengan mejores salarios las madres solteras,Este año fue el peor en reparto de utilidades los empresarios prefirieron sangrar al empleado y ellos perder por el pago de impuestos,EDOMEX,29
Defender lo necesario en el Congreso de la Unión para poder impulsar la refinería necesarias para ello,Mejorar las condiciones laborales de mujeres para generar igualdad,No dejar que se vaya en otro país los científicos mexicanos,Radicar la brecha salarial entre toda la población fomentar e impulsar los pequeños empresarios,Tener empleos más seguros y estables con prestaciones iguales a las empresas paraestatales,EDOMEX,29
Que se baje más los costos de la energía en especifico la energía eléctrica,El combate a la corrupción tiene que ver para combatir la impunidad,Establecer el conacyt,Tanto la pensión digna como la garantía de los derechos laborales,Basificación de los servidores de la nación,EDOMEX,29
Promover mas las energías solares eloicas y nucleares,Hay un grave problema de vivienda para los jóvenes los jóvenes hoy en día no tienen ninguna posibilidad de tener una vivienda y eso es justicia social,Ocuparlo en medio ambiente es muy importante vivir sin contaminación,Así como se apoyan a los jóvenes también deberían de tomar a personas como yo que desde los 45 años de edad no ha podido conseguir trabajo hoy tengo 56 y sigo igual por qué los políticos teniendo más de 50 años si pueden tener trabajo muy bien pagados,Regular los sindicatos ya que muchas personas hacen una mafia de sus plazas y también el personal del sindicato no tiene experiencia,EDOMEX,29
Regular los sistemas energeticos con un enfoque prioritario para quien más lo necesita,Que el impuesto de los pequeños empresarios baje para impulsar su crecimiento y regular tanto comercio informal,Fomentar la educación dando seguimiento a los proyectos autogestivos de estudiantes sobresalientes con apoyos económicos y estímulos,Que ya no hallan los trabajos del dichoso periodo de prueba porque eso solo hace que al empleado le reste tiempo en su antigüedad,Yo considero que la falta de experiencia laboral es algo que nos afecta pues aunque la ciudadanía tenga una carrera profesional muchas veces no puede conseguir un empleo ya que no cuentan con experiencia cómo pretenden que se les dé la oportunidad,EDOMEX,29
Menos uso del petróleo extracción de litio y proceso del mismo para la comercialización,Más participación ciudadana y verdadera honestidad,Promover esquemas en los cuales el gobierno escuche propuestas de avance tecnológico y ser viables apoyarlos en proyectos con presupuesto público,La redistribución del gasto público es una necesidad constante de estar sujeta a revisión los servidores de la nación deben de dejarse de favoritismos,Que tengan más apoyos las personas que lo necesiten y que los sindicatos,EDOMEX,29
La energía como derecho humano que sea el Estado rector de la energía eléctrica no queremos más empresas privadas en energía el,Aprobar una Ley General de combate a la corrupción y amonestándolos funcionarios públicos que simulen la inversión pública o desvían recursos públicos embargando bienes y cuentas bancarias multados por el daño al erario y que se apliquen las multas,Pagarlo justo a los docentes universitarios no a los contratos sin basificación,Que las empresas sean socialmente responsables que los empleados participen en las utilidades,Abrir más campo laboral para los profesionistas titulados y con cedúla ya que es el campo más abandodano,EDOMEX,29
Que la CFE Haga revertir esos amparos que tienen miles de personas por luz y fuerza de toda la Ciudad de México y zona conurbadas para que toda esa energía que no se paga baje las tarifas a quienes sí pagamos,Que sea realmente una realidad el empleo fijo en el estado de México,Las 3 propuestas de las boletas son buenas,Extender la ayuda y no limitar en cuanto a edades por ejemplo a las personas discapacitadas darles mayor apoyo económico,"Ley de inclusión laboral para que no haya discriminación por edad, género, discapacidad y experiencia laboral",EDOMEX,29
Continuar con el fortalecimiento de la industria petroquímica básica para que México sea cada vez más un mayor exportador de derivados de hidrocarburos,Enfocarse sobre todo en el combate a la corrupción desde abajo,Más recursos para los jóvenes,Elemento del apoyo a adultos mayores y personas de discapacidad hasta 10000 MXN y al final del sexenio 2024 2030 beca universal desde el preescolar hasta estudios universitarios,Los derechos de los trabajadores es fundamental para el crecimiento de una nación,EDOMEX,29
Una forma de sistematizar el uso de las energías es la disminución de la población implementar políticas encaminadas a resolver el problema poblacional,Apoyar con realidad verdadera las cooperativas en El País Porque son una modalidad de distribución justa de los beneficios económicos,Que no le resten presupuesto a la UNAM no tienen presupuesto al apoyo cultural,Apoyar a jóvenes recién graduados para encontrar empleo digno y bien remunerado con prestaciones ayuda a los empresarios con los documentos para abrir un negocio,"Fomentar y sobretdo crear oportunidades laborales para personas mayores o en adultez, de la misma manera generar condiciones dignas y jubilación",EDOMEX,29
Depurar a los sindicatos y también a los ciudadanos trabajar y hacer lo mejor para salir adelante,Tiene que empezar con el partido cero corrupción,Invertir en pequeños y microempresarios con plan de generar más trabajo a otras personas,Proyectos en los cuales el gobierno aporta a los jóvenes y niños libros de interés con el fin de promover la lectura,Proyectos en los cuales se de mayor oportunidad de trabajo a personas que recien salen o terminan una carrera,EDOMEX,29
Generar energía eléctrica a partir de la energía nuclear es más barata y con mayor densidad de carga para la industria de transformación desarrollar la industria petroquímica y racionar la explotación del petróleo,El cambio en la Suprema Corte de Justicia y mayoría en el Congreso de la Unión,La investigación científica tiene que estar orientada a la industrialización del país de la explotación racional de los recursos naturales y el cuidado del medio ambiente,Se requiere un salario mínimo de preferencia y que tenga un valor adquisitivo similar al de la década de1970 y el mínimo profesional sea de 10 salarios mínimos,Mejorar el trabajador en utilidades y sindicatos que realmente defienden al trabajador,EDOMEX,29
Soberanía energética justicia para los cobros indebidos apoyar el borron y cuenta nueva,La corrupción es el cáncer que debemos erradicar,Propongo la creación de un Instituto Tecnológico donde los universitarios reciban la cultura del desarrollo industrializado,Primero el pueblo y los pobres,Desaparecer los sindicatos hay muchos desempleados sin oportunidad por el sindicalismo,EDOMEX,29
,,Eliminar los exámenes de admisión en universidades públicas que son con los que cuenta a la juventud,Corrupción,Eliminar la subcontratación,EDOMEX,29
,,No veo ninguna propuesta de inversión para especialistas para seres humanos y el cuidado de las especies que nos rodean el cuidado de la naturaleza y de los seres vivientes que no se pueden defender,Difundir entre la población la formación de los empleos de jóvenes en el programa jóvenes construyendo el futuro,Generar condiciones para contratar a personas de la mayoria de la edad,EDOMEX,29
,,Que los jóvenes tengan más oportunidades para ejercer una gran carrera,Tener mejores hospitales,Tener más fuentes de trabajo,EDOMEX,29
,,Crear cursos certificados donde fomenten el desarrollo de la ciencia la tecnología y el humanismo,Fortalecer el apoyo laboral a los jovenes ya que en la mayoria de las empresas piden experiencia y se les complica tener una estabilidad social y economica,Aumentar la tecnologia,EDOMEX,29
,,Dar más recursos a la UNAM,,,EDOMEX,29
,,Contratar a los cerebros mexicanos mas capaces y compartirlos en las escuelas nacionales,,,EDOMEX,29
,,Fomentar leyes con la mayoría en el Congreso,,,EDOMEX,29
,,Cursos certificados y talleres,,,EDOMEX,29
Generar energia y gas ctratando la basura.,Apoyo e impulso a mercados de artesanias.,No mas fuga de cerebros.,Apoyo a gente emprendedora que no cuenta con un inicio.,Creacion de un seguro de desempleo federal y la creacion de politicas publicas en materia de cooperativas sostenibles y sustentables.,EDOMEX,30
Apoyar al deporte mexicano.,Considerar el tema de la basura como seleccionar la basura desde casa.,"Implementar moto taxis electricos, separacion de desechos , paneles solares empezando por los palacios municipales.","Emprender en gente cerrada en pensamiento sobre la 4T transformacion , la gente popr agradecimiento se moviliza sola.","Verificar como esta la zona y trato en los trabajos, para una buena productividad y mejor desempeño.",EDOMEX,30
Independizar todo los recursos Mexicanos y no vender nada a externos.,Ocupar los recursos para la seguridad.,"Invertir en proyectos que ayuden a los adolecentes a salir adelante, seguir apoyando a los adultos mayores en tecnologia y que haya mas programas para poder aprender mas.",Crear centros de reavilitacion para jovenes que estan en problema de drogas.,Capacitacion de trabajadoras para obtener un buen trabajo y mejor remunerado.,EDOMEX,30
Implemetar la generacion de enrgias deribadas del Cañamo o Cannabis y la instacion de paneles solares por cfe a usuarios de la CFE.,"No dar apoyo solo a sus incondicionales, dar el apoyo a todas las madres solteras.",Se necesita mejor emprendimiento y atencion a proyectos de los estudiantes.,Seguir con los apoyos para que los jovenes tengan un mejor futuro. Hacer mas sociedades donde apoyen a niños especiales y que puedan salir adelante. No desemplear a los adultos mayores solo para no jubilarlos.,Reconocer realmente de las capacidades laborales del obrero y no permitir favoritismo laboral.,EDOMEX,30
Avanzar de manera local con la luz solar para cuidar el medio ambiente y ser mas autonomos como pais.,Que ocupen impuestos para mayor seguridad.,Apoyar investigaciones a estudios medicos y de medicamentos que se distribuyan en los servicios de salud publica.,"Que se den las prestaciones a tod@s las trabajadores, tambien a los ciudadores y trabajadores domesticos.",Retribucion en derechos laborales y pagos por injusticias laborales.,EDOMEX,30
Apoyar a pequeñas industrias y a personas que tubieran nuevas ideas sobre desarrollo de energia.,Regular los presupuestos otorgados a los municipios.,LA NO RENOVACION DE LOS TRATADOS DE BUCARELI.,Programas para mujeres y madres para que puedan trabajar y/o estidiar.,Que se respeten los derechos laborales.,EDOMEX,30
Realizar inversiones en proyectos energeticos para impulsar energias limpias.,Que paguen sueldos justos y puntuales.,Impulsar proyectos por municipio con ayuda de las universidades.,Que haya mas hospitales en el Estado de Mëxico y que sea muy economico para lugares de escasos recursos.,Sueldos dignos y honorables para todos los trabajadores.,EDOMEX,30
Es mejor aumentar la inversion ya que asi se podria ir elevando el desarrollo de Mexico.,Realizar acciones en mejoras sobre la basura.,Una tecnologia para los indigenas para su lengua o dialecto.,"Plan de Retiro digno; dar el manejo de las afores al gobierno federal, que las utilidades sean para el mismo trabajador y el gobierno dejar que las emprezas pribadas manjenen a su antojoesos recursos.",Fomento de empresas cooperativas.,EDOMEX,30
"Que haya gas, luz y gasolina mas economicos para seguir progresando en la 4T gracias AMLO.",Que las personas que hayan cometido algun delito comprueen sus bienes o la familia y paguen el 100% del daño.,Mas universidades y retomar las tecnologias e implementar nuevas carreras.,Que los medicos y doctores ingresen alas personas que tienen epilepcia por decir que no es una discapacidad ya que dicen que en cada crisis mueren celulas.,Quisas nuevamente cooperativas,EDOMEX,30
Impulsar los apoyos economicos a cientificos e investigadores que crean y generan nuevas tecnologias para evitar la contaminacion.,Que hayan beneficios a la comunidad como mejoras en infraestructura de rede de agua y luz y seria mejor si son solares y respetar el derecho de los trabajadores.,Tema: tratado de Bucareli; sera de gran importacia en el desarrollo de tecnologias en el area petroquimica y humanismo con participacion de los jovenes.,espero que no hechen al aire lo que se menciona ahorita.,Desacuerdo con las 3 opciones es mejor tomar oportunidades laborales.,EDOMEX,30
"PetGas. Invento mexicano que tranforma el plastico en 5 diferentes tipos de combustibles de mejor calidad y a precio mas bajo del que existe en el mercado ademas es autosostenible ya que genera el combustible que necesita cualquier maquina de combustion para funcionar. Cabe en 200 m2 por lo cual es mas conveniente para estas micrirefinerias en el punto de venta que colocar ductosy asi evitar huachicoleo. inversion minima de $250,000 mx , ayudaria a bajar costos en canasta basica. Actualmente esta microrefineria se encuentra en el sur del pais y solo hay una, sin enbargo otros paises han comprado esta tecnologia. La empresa mexicana es PETGAS.",Referente al tema jovenes construyendo el futuro recomendaria estar al pendiente por que hay quines buscan el programa como empreasas y vulneran el derecho de los capacitantes,Tambien impulsar a los alumnos de secundarias en el EdoMex como en la CDMX con becas y alejarlos de vicios.,seguro medico para todos y no solo para trabajadores,Tener un mejor salario y sobre todo los propios trabajadores de morena ya que son los grandes lideres tienen los grandes sueldos y se olvidan de uno.,EDOMEX,30
,Aplicación real y efectiva en los castigos penales a servidores publicos. Garantizar ante empresas privadas sueldos competentes a empleados privados,"Hacer en el EdoMex lo que llevan acabo en la CDMX, una planta de separacion de la basura y poner centros de capacitaciones para que la gente entienda la tecnologia ( como hacer un correo)",Que la ciudadania municipal responsable debe estar informada y tener acercamiento a las oficinas gubernamentales y no dejarse llevar por noticias falsas.,Me gustaria que las personas que trabajan sin seguro tubieran tambien seguro.,EDOMEX,30
,Apoyar a todo tipo de gente por que siempre la ayuda llega a personas cercanas que laboran en el programa,"Crea universidades cercanas a nuestro municipio con carreras como medicina, enfermeria y bacteriologia para poder afrontar enfermedades como la pandemia y estar preparado para no depender del extranjero.",Que las trabajadoras sociales hagan su trabaja a las personas que realmente lo necesiten.,Mas trabajo de construccion para personas de mas de 55 años ya que tienen mucha experiencia.,EDOMEX,30
,Que en verdad apliquen la justicia en cuanto a todos y que se observe y aplique bien la economia para todos no solo para algunos.,.,Continuar el apoyo a los jovenes sin descuidar la atencion a los adultos mayores.,"Los profecionales estamos cansados de que se nos impongan gente para situaciion politica, amenazandonos con descuentos o incluso con el despido del H. Ayuntamiento, llegamos a este empleo por que cumplimos el perfil pero nos damos cuenta que no es lo que deberia. Hacer una politica donde no se mescle lo politico con el servicio publico.",EDOMEX,30
,Que haya bienestar para las familias mexicanas y que haya progreso y trabajo para la economia nacional.,.,Becas a nivel secundaria en el EdoMex,,EDOMEX,30
,Que los aspirantes a candidaturas uses sus propios ingresos y que mejores su comunidad con infraestructura sin ningun interes personal,.,Mayor apertura a los programas del bienestar a pobloacion de 30 años en adelante.,,EDOMEX,30
,,,"Apoyarnos en la agenda 20-30 , cunplir con el objetivo 17 y llevar acabo talleres de oficios",,EDOMEX,30
