Pueblos originarios y afromexicanos,Medio ambiente,Campo y autosuficiencia alimentaria,Estado,Distrito
,,Es importante la educación y el campo son la base de una buena economía hay que apoyarlos más,Michoacán,6
,,Faltan programas de apoyo para el campesino así como tener precios accesibles de productos para el campo,Michoacán,6
,,Entrega de fertilizantes,Michoacán,6
,,"Aún falta muchas veces priorizar el apoyo del campo antes que las becas, personas que están comprometidas con el medio ambiente, hay que motivar más y dar las herramientas para qué hagan reforestaciones en los tiempos adecuados",Michoacán,6
,,"Hace falta enseñar a los campesinos maneras de producir de manera suficiente y sustentable además promover más herramientas tecnológicas enseñar qué productos se pueden cultivar en casa o escuelas, hacer huertos",Michoacán,6
,,Dar una buena capacitación,Michoacán,6
,,"Qué acaben con la corrupción y con la violencia y con todo este relajo para poder salir a trabajar y traer el sustento a la casa para la familia está muy bien y felicito al señor presidente por todo lo que está haciendode becas para  niños, la beca de la tercera edad, quisiera qué nos apoyen con todos los servicios de agua, drenaje y vivienda",Michoacán,6
,,Más apoyo al campo,Michoacán,6
,,"Primero cuidar los bosques y su materia prima para tener un trabajo, ayudar al campo al campesino de sus cultivos, generar negocios para que la gente se ayude, arreglar las carreteras",Michoacán,6
,,Garantizar los precios de garantía que cuando  el productor cosecha tenga seguridad,Michoacán,6
,,Apoyo de los agricultores,Michoacán,6
,,Más apoyo al campo y hacer más conciencia sobre los químicos que afectan nuestra salud,Michoacán,6
,,Qué hagan algo en contra de la tala del bosque,Michoacán,6
,,Poner personas aptas para implementar los programas y que lleguen a las personas que se dediquen al campo y se desarrolle el campo,Michoacán,6
,,Apoyo al campo,Michoacán,6
,,"No sólo apoyar a los campesinos también a ganaderos, Alfareros, pescadores, cuidar el medio ambiente prohibir y sancionar la tala ilegal de árboles y la quema de suelos para plantar aguacate",Michoacán,6
,,Seguir apoyando a los productores del campo incrementar los programas sociales,Michoacán,6
,,"Se pueden ampliar los apoyos tanto de fertilizantes para los campesinos y otros también capacitaciones, no usar pesticidas y químicos que afecten la calidad de la tierra",Michoacán,6
,,"Fortalecer el mercado local y precios de garantía, la pobreza rural es un tema que se debe atender desde el origen, la falta de oportunidades y la falta de capacitación de la gente, son fundamentales la tecnificación y modernización del sistema encaminado a la producción de alimentos orgánicos es básico para mejorar la economía",Michoacán,6
,,"Cría de animales para autoconsumo, los funcionarios públicos en Michoacán se quedan con los apoyos  de los programas sociales fertilizantes por compadrazgos, no se debe permitir",Michoacán,6
,,Se deben subir los salarios de un jornalero o trabajador del campo,Michoacán,6
,,Qué siga habiendo apoyos para que el pueblo es para la tierra,Michoacán,6
,,Entregar apoyos de fertilizante de los que siembran tanto maíz y producción de verduras y de todo lo que necesita en la población,Michoacán,6
,,"Bajar el precio de la canasta básica, baja el dólar y no bajan  los costos de los alimentos",Michoacán,6
,,"Abono para la mayoría de las personas que cuentan con ejido para que sigan sembrando y cosechando sus parcelas, accesibilidad para que las personas puedan emprender proyectos para el campo y ser sus propios proveedores",Michoacán,6
,,"Reconocer a los verdaderos campesinos ya que el apoyo estaba llegando personas que no trabajan en el campo, estár más cerca  del sector agrícola y supervisarlo",Michoacán,6
,,"Lo único que le hace falta a la cuarta transformación para una apoyo eficaz al campo es abrir mayor mercado para la producción de los granos maíz trigo sorgo, garantizar un pago justo para su producción en  general, programas de seguros por las inclemencias del clima porque la producción del campo es incierta y se necesita garantizar que el gobierno va a apoyar ante dichas adversidades",Michoacán,6
,,"Hacer llegar más apoyos para los campesinos como fertilizantes y fumigantes, más empleo",Michoacán,6
,,"Falta una mayor tecnificación del campo para poder producir más y mejores productos en nuestros campos, más mantenimiento de campos , mejor movilización de los productos del campo, incentivos económicos para el campesino y mejorar los precios de los productos en el mercado nacional e internacional",Michoacán,6
,,Qué siga llegando directamente el apoyo con el fertilizante al campesino,Michoacán,6
,,Procampo ,Michoacán,6
,,Falta apoyar más a los agricultores con más insumos para mejorar la producción de los alimentos,Michoacán,6
,,Asignar ingenieros agrónomos para comunidades aisladas buscar técnicas para riego más moderno y crear un sistema de lluvia porque ya no llueve como antes y buscar precios básicos bien pagados para motivar a nuestros campesinos,Michoacán,6
,,Crear políticas para la distribución de los productos del campo,Michoacán,6
,,Hace mucha falta precios de garantía real acaparadores siguen haciendo de la suyas,Michoacán,6
,,"En cuestión de fertilizantes Segalmex ha repartido gratuitamente, creo que se debe efectuar una depuración de ejidatarios ya que se entregó a ejidatarios que ya no tienen tierras, porque las vendieron y  venden el fertilizante",Michoacán,6
,,Que impulsan programas de reforestación y como trabajador temporales por comunidad como usted empleo también quiero pedir que nos ayuden con la rehabilitación de las carreteras ya que el mal estado también afecta la economía de los campesinos,Michoacán,6
,,Qué donen despensas ,Michoacán,6
,,Industrializar los productos que producen los campesinos locales,Michoacán,6
,,Pagar mejor a los campesinos su producto,Michoacán,6
,,Subsidios y capacitación para generar sus propios alimentos en localidades marginadas,Michoacán,6
,,Tener más insumos de seguridad pública,Michoacán,6
,,"Apoyos del gobierno de cualquier nivel pues el proceso es muy burocrático y complicado, este apoyo se debe dar sin tantas trabas para nuestros campesinos  ya es muy tardado y los tiempos en el campo son justos  y los apoyos llregan tarde",Michoacán,6
,,Insumos para el campo para que tengamos granos para la alimentación,Michoacán,6
,,Apoyo a los agricultores de partes altas con fertilizantes con bajos costos seguir apoyando a las personas que lo necesiten y están con bajos recursos,Michoacán,6
,,Implementar programas para apoyar al agricultor tanto en capacitación modernización del campo y que sean fáciles de acceder apoyar con recursos para cambio de maquinaria insumos así como capacitación,Michoacán,6
,,Dar más semillas,Michoacán,6
,," se ha apoyado al campo y al campesino como nunca, hay que seguir cuidando los apoyos al campo",Michoacán,6
,,Entrega de fertilizante,Michoacán,6
,,Destinar más recursos para el campo,Michoacán,6
,,Qué se ayude más y que se dé más apoyo a la gente que más lo necesita,Michoacán,6
,,Dar más alimentos para que la gente salga de la pobreza,Michoacán,6
,,"Ayudar a los campesinos y a los adultos, no talar árboles y reforestar más",Michoacán,6
,,Los alimentos básicos para todas las personas que en realidad lo necesiten,Michoacán,6
,,Hace falta supervisar unas de cerca en los apoyos de particulares de aumentar aún más los apoyos a los agricultores aumento de pago en la base de la economía,Michoacán,6
,,Más apoyo directo al campesino y mejor precio a sus cosechas,Michoacán,6
,,Apoyar con los fertilizantes para el campo y seguir con el apoyo de insumos para el campo,Michoacán,6
,,Seguir apoyando la agricultura y seguir con los apoyos de programas sociales,Michoacán,6
,,Implementar leyes donde las personas que incendia zonas rurales o basura sean multadas o castigadas,Michoacán,6
,,Promover miles de huertos familiares para cultivar y realizar autosuficiencia alimentaria familiar,Michoacán,6
,,Proporcionar la semilla promover la venta de sus productos a un precio justo para que se beneficien los campesinos y nosotros como consumidores,Michoacán,6
,,Pollo con fertilizante debería aportar otro tipo de beneficios tanto campesinos agricultores como proyectos en apoyo a oficios diferentes ya que somos mexicanos,Michoacán,6
,,"La autosuficiencia alimentaria se podría obtener creando microempresas productivas donde se incluya a todos los campesinos porque es evidente que en todo el territorio aún existen la mayor parte sin utilizar, pero los programas deben ser supervisados de cerca por gente capacitada y comprometida",Michoacán,6
,,Dar más apoyos en programas para el campesino así como mantener y no bajar el precio del trigo y del maíz,Michoacán,6
,,"Apoyo al campo mediante programas sociales Procampo por ejemplo, se mejora la vida de las personas poniendo más condiciones para la venta de su producto y materia prima más barato o a un precio justo",Michoacán,6
,,Dar más apoyos a campesinos alejados a los municipios,Michoacán,6
,,Bajar proyectos donde los campesinos puedan procesar sus productos y comercializarlos y con esto general fuentes de trabajo en las comunidades,Michoacán,6
,,Aumentar la productividad de pequeños campesinos y darles la oportunidad de involucrarse en el mercado,Michoacán,6
,,Capacitar a la población para obtener mejores resultados en la creación y siembra del campo para obtener buenas cosechas al igual la creación de empleos para toda la población aptos para obtener buenos resultados económicos,Michoacán,6
,,Involucrar a pequeños campesinos e incluir una educación más importante sobre la tierra y el daño que genera el poner tantas  cosas artificiales,Michoacán,6
,,"Se ocupa una inclusión integral que involucre a toda la gente creando comités pero que no se deje sin una supervisión cercana, que cada proyecto se siga cabalidad porque si no se logra todo queda en intención y en cuestiones alimentarias no hay margen para el error, si queremos ser autosuficientes con la creación de pequeñas microempresas, se puede incluir a gentes del campo pero también a la población en general para que se involucre a todos y cada uno porque la inclusión hará la fuerza.",Michoacán,6
,,Seguir con el apoyo para el campo y para la compra de las cosechas,Michoacán,6
,,"Impulsar nuestras semillas criollas, darle más valor y precios más altos, hacer llegar más fertilizantes por medio de los programas de ayuda",Michoacán,6
,,"Falta concientizar al campesino para actualizar los métodos de siembra en México, por ejemplo impulsar tecnologías para el medio ambiente",Michoacán,6
,,"Entregar apoyos a los campesinos para la mejora de nuestro país, seguir apoyando a las personas con bajos recursos y enfocarse y ver bien a quiénes si lo necesitan.",Michoacán,6
"Pues lo que veo muy fien son las fiestas, pero como otros años no han incluido a todas las comunidades, como hace años venían con su reyna y explicaban que días eran sus fiestas y bailes purepechas.",Organizar y realizar cada año un Encuentro Nacional de Agenda Socioambiental para mejorar la definición de políticas prioritarias y trascendente.,"Pagar bien las semillas, plantar. Más árboles, más agua, sueldos más altos, más limpieza, más fluminación, Tactar despersa.",Michoacán,7
Fomentar su cultura.,Hacer campañas de reforestación a nivel estado.,"Qué ya no le de el dinero a los seudo líderes, sino directamente al campesino. El gobierno debería de acercarse más al campesino para asesorar en todo el proceso.",Michoacán,7
Más conciencia en la gente.,"De mi parte, es reforzar el medio ambiente, conservar la naturaleza, reciclar la basura etc.","Ayudar a todos, mandar ayuda para todos.",Michoacán,7
Autonomía para los pueblos originarios.,Árboles y el agua.,"El apoyo a los campesinos: fertilizante, que en Michoacán mejore apyo para los del campo.",Michoacán,7
Qué se tome en cuenta para que un representante de los pueblos originarios llegue al Congreso de la Unión.,,Qué apoye más al campesino y que haga créditos para las máquinas y qué de abono.,Michoacán,7
Seguridad pública.,"Cubrir espacios naturales, donde no se permita el acceso a la destrucción , solo la conservación.",Más presupuesto al campo.,Michoacán,7
"Que no solo tengan derechos, sino también obligaciones.",Cuidar los árboles y poner en cada esquina botes de basura.,"El gobierno ha hecho lo posible para que se incremente la producción en el campo pero falta organización en las comunidades para que ese apoyo lo muestren bien, hay muchas parcelas abandonadas.",Michoacán,7
Organizar y realizar anualmente un Festival Nacional de las Culturas Indígenes y Afromexicanos por su Emancipación y por su dignificación histórica.,,"Ha hecho buen trabajo, falta llegar a las comunidades más lejanas y olvidadas, aún faltan campesinos quenecesitan ayuda por parte del gobierno.",Michoacán,7
,,Más apoyo para el campo.,Michoacán,7
,,Qué se de más apoyo a los productores de maíz y frijol para que la tortilla no esté tan cara.,Michoacán,7
,,No cuento con apoyo para plantar pinos. que haya más recursos para reforestar ya que está sola la tierra.,Michoacán,7
,,"Si ha observado el apoyo al campo con Sembrando Vida, pero aún existe mucha irregularidad en la distribución de los programas, corrupción y nepotismo o favoritismo. Debería existir mayor control y transparencia en la distribución de los recursos. Considero que para abatir la pobreza rural, aparte de brindar apoyo debe impulsar un cambio ideológico en las personas y la cpacitación.",Michoacán,7
,,"Agricultura, trabajar las tierras, tratar de ser mejor, echale muchas ganas.",Michoacán,7
,,Necesidad de fertilizante y motivar a los campesinos.,Michoacán,7
,,"Apoyo a los campesinos, que no haya tala de monte, que nos cuiden el monte.",Michoacán,7
,,Ayuda al campesino con material agrícola y ayuda a los comuneros en sus siembras con apoyo económico. Ahora falta nuevas y más oporunidades de comercio. Mejorar la eficiencia del departamento de salubridad y no tanto implemento de herbicidas.,Michoacán,7
,,Va bien con los nuevos proyectos y no dejar que llegue la oposición. El programa de procampo es muy bueno.,Michoacán,7
,,Qué sigan apoyando para que sigan creciendo los agricultores.,Michoacán,7
,,El apoyo ahora se les da directamente a los campesinos y no mediante un mediador. Se le debería de dar más apoyo al campesino en cuento al asesoramiento para lograr una mejor calidad en la producción.,Michoacán,7
,,"Apoyar con insecticidas para las plagas, un apoyo directo para eso.",Michoacán,7
,,"Apoyo con fertilizantes, químicos, etc. Capacitaciónes para saber manejar las plagas.",Michoacán,7
,,El programa Sembrando Vida es muy bueno y ha ayudado a la ciudadanía.,Michoacán,7
,,En la región de la meseta purepecha yo creo que sería de gran utilidad la construcción de Plantas de tratamiento de agua potable. Asímismo todos los residuos  pueden servir como fertilizantes y se pueden usar algunos liquidos y reusarlos en el campo.,Michoacán,7
,,"Ha apoyado de manera directa a los campesinos con subsidios y otro tipo de apoyos, hace falta crear conciencia a la sociedad de comprar en mercados y no en tiendas como Walmart y Soriana.",Michoacán,7
,,"Más trabajo para los campesinos, hay mucha dificultad para la venta, apoyos para el pueblo  y Paracho.",Michoacán,7
,,Se eliminaron los intermediarios y ahora se les da el apoyo directamente a los campesinos. Más capacitación para la cosecha. Apoyar al campesino para que su producto tenga mejor calidad y mejor producción.,Michoacán,7
,,"Apoyo al campo (campesino) con los fertilizantes ""gratis"" y todo el país. Los programas de Sembrando Vida, donde la autoridad ha dado fe de los dueños legitimos de tierras a sus dueños. Becas para todos los alumnos de diferentes grados y profesión.",Michoacán,7
,,"Hay apoyo al campo, pero hace falta impulsar apoyo a campesinos para que no decaiga la producción en el campo.",Michoacán,7
,,Si ha habido el suficiente apoyo económico para el desarrollo agrícola en esta región y otras del país. Hace falta mayor difusión de estos programas para que puedan llegar a más gente.,Michoacán,7
,,"Llevar a cabo un encuentro sobre la problemática para diseñar y conformar la 4 T agraria que fortalezca las formas de la producción comunitaria-socialista, que no dependa de los mercados con lógica capitalista.",Michoacán,7
,,El primer gobierno ha brindado apoyos como fertilizantes a los campesinos. Pero hace falta valorar el arduo trabajo del campo y pagar lo justo por los productos obtenidos.,Michoacán,7
,,Eltrabajo de la 4Tha sido históricamente efectivo pero falta más impulso y concientización con el pueblo.,Michoacán,7
,,El gobierno no dá las ayudas para el campo de tractores ni granos. Y queremos la ayuda y pláticas del gobierno.,Michoacán,7
,,"Apoyo al fertilizante, semilla avena, falta la comercialización y apoyo a la ganadería y la comercialización. Así como lo que esta haciendo de manera directa sin intermediarios.",Michoacán,7
,,Ya no hay ayuda a los campesinos ni monetaria ni pláticas. Y queremos que sí haya ayuda y pláticas.,Michoacán,7
,,Lograr los proyectos del campo. seguimos con la 4T transformación. El campo es el principio del hombre.,Michoacán,7
,,"Ha iniciado la organización de los campsinos y falta ampliar a más localidades. Necesitan nuevas acciones, como; ampliar el conocimiento de los diferentes cultivos. La autosuficiencia se necesita para cultivar más extensiones de tierras ociosas.",Michoacán,7
"Que termine la discriminación por lengua, tradiciones y vestimenta",Mayores sanciones a los taladores,Más apoyo a los pequeños productores,Michoacán,8
Atender las necesidades básicas de los pueblos indígenas,Revizar la legalidad de los cañones para lluvias,Reforzar la agicultura,Michoacán,8
Respeto para las personas de pueblos originarios,Reforestación masiva en todas las zonas de reserva,Continuar con el programa Sembrando vida y Producción para el Bienestar ,Michoacán,8
Que las consultas se lleven en las regiones más apartadas del país,Que se consideren a loscientíficos locales de cada región,Ampliar la cobertura de apoyos,Michoacán,8
Atención urgente a los pueblos ,Destinar más recursos a la reforestación ,que se incluya alos pequeños productores para los programas sociales,Michoacán,8
Oportunidades de empleo y educación,mayor sanciones a las empresas que consumen mucha agua,Apoyo directo a campesinos ,Michoacán,8
terminar con la discriminación ,mayor sanciones a las personas que usan agrotóxicos y pesticidas,Apoyo para agua de riego,Michoacán,8
impulsar programas de desarrollo para comunidades indígenas,Campaña masiva de reforestación,Apoyos directos a los campesinos,Michoacán,8
atención a la diversidad sexual de pueblos indígenas,Que se repete la normatividad de cuidado al meio ambiente,Programas para las pequeñas industrias agropecuarias,Michoacán,8
participación democrática real de los pueblos originarios,plantas de reciclaje para todos los rubros,Más apoyos para agricultores y campesinos ,Michoacán,8
Mayores recursos para la cultura,Que se respete el territorio  sagrado de los pueblos,Impulso de la autonomía económica,Michoacán,8
Dar atención a los lagos ,"Que se implemente la asignatura de ""ecología"" en la educación básica",Mejorar los fertilizantes,Michoacán,8
Programas sociales para atender esta población,Políticas públicas que implementen agricultura sustentable,impulsar la soberanía alimentaria,Michoacán,8
Impulso de políticas públicas para fomento económico,Mejorar y proteger los ríos y lagunas,reconocer el trabajo del campo y dar pensiones ,Michoacán,8
repetar territorios ancestrales,Reorganización del uso de suelo y zonas de reserva ecológica,Mayores subsidios al campo,Michoacán,8
Campaña de Derechos Humanos y no discriminación ,Más presupuesto a estudios de cuidado del agua,Cuidado y distribución de agua,Michoacán,8
,Campañas de reforestación en las primarias y secundarias,Respetar la siembra de los pueblos,Michoacán,8
,Más multas a quienes tiren basura y contaminen ríos,terminar con el glifosato ,Michoacán,8
,Educación básica de respeto al medio ambiente,limpia masiva de ríos,Michoacán,8
,Evitar la superexplotación de los recursos naturales ,recuperar bosques ,Michoacán,8
,Regulación de los huertos de aguacates,Asegurar la distribución del agua ,Michoacán,8
,supervisión estudios de impacto del suelo,Implementar programas para ejidos,Michoacán,8
,detener el fraking y la mineria a cielo abierto,redes de apoyo económico y créditos a campesinos,Michoacán,8
,Apoyo a técnicos del campo,Eliminar los agroquimicos,Michoacán,8
,Apoyo a las personas mayores que proyegen el campo,Fortalecer Sembando Vida,Michoacán,8
,Fomentar cultura de reciclaje,Fortalecer la vida de las personas del campo,Michoacán,8
,Erradicar las talas clandestinas,Erradicar a las grandes constructoras de las zonas rurales,Michoacán,8
,Más castigos a las empresas que más contaminan,Regular los plantíos de aguacate,Michoacán,8
,Jornadas agricolas masivas,Plan de desarrollo sustentable y de prioridad al campo,Michoacán,8
,Terminar con la tala clandestina,Más apoyo a los pequeños productores,Michoacán,8
,,fomentar proyectos de apoyo económico a los campesinos,Michoacán,8
,,Apoyar para la siembra de productos locales,Michoacán,8
,,Apoyar con transportes y vías de comunicación ,Michoacán,8
,,Instaurar el Banco del Bienestar en las zonas rurales,Michoacán,8
,,Precios de garantía a los pequeños y medianos productores,Michoacán,8
,,Que los campesinos paguen pocos impuestos,Michoacán,8
,,Impulsar laautosustentabilidad de las familias,Michoacán,8
,,"Apoyo para la producción de legumbres, vegetales",Michoacán,8
,,Apoyo sin mediaciones ni grupos políticos,Michoacán,8
,,Precios justos a los campesinos,Michoacán,8
,,Más amplitud del programa Sembrando Vida,Michoacán,8
,,Mayor reforestación ,Michoacán,8
,,Apoyo para fertilizantes,Michoacán,8
,,Eliminar los transgénicos,Michoacán,8
,,Becas para los alumnos en el campo,Michoacán,8
,,Mayor infraestructura y comunicación ,Michoacán,8
,,Impulso a emprendimientos en el campo,Michoacán,8
,,capacitar a técnicos e ingenieros,Michoacán,8
,,Programas de apoyo a campesinos y familias,Michoacán,8
,,Trabajar para la soberanía alimentaria,Michoacán,8
,,Que se asegure la alimentación de las familias en el campo,Michoacán,8
,,Seguimineto y regulación de los apoyos y programas,Michoacán,8
,,Menor uso de pesticidas,Michoacán,8
,,Erradicar la corrupción de los programas sociales,Michoacán,8
,,Apoyar a los defensores del campo y ejidos,Michoacán,8
,,Apoyar a los campesinos y jornaleros que no tienen tierra,Michoacán,8
,,eliminar intermediarios en programas sociales,Michoacán,8
,,Mayor producción de maíz nativo ,Michoacán,8
,,Promover consumo de productos locales,Michoacán,8
,,Apoyar a pequeños productores,Michoacán,8
,,Apoyo a los trabajadores mineros,Michoacán,8
,,Apoyar con la distribución de agua,Michoacán,8
,,garantizar la cobertura en zonas marginadas,Michoacán,8
,,Estrategia de ampliación de apoyos a trabajadores rurales y forestales,Michoacán,8
,,Menos comercio con Estados Unidos y soberanía alimentaria,Michoacán,8
,,vinculación directa con los campesinos para recoger necesidades,Michoacán,8
,,Merorar las reglas de operación de SEGALMEX,Michoacán,8
,,Mejores fertilizantes,Michoacán,8
,,Impulsar el consumo de productos locales,Michoacán,8
,,Apoyo para trabajar las tierras,Michoacán,8
,,Proteger las tierras de los pequeños campesinos,Michoacán,8
,,Mejorar la producción de maíz ,Michoacán,8
,,Hacer justicia a las mujeres rurales y agricultoras,Michoacán,8
,,Fortalecer el bienestar de las personas campesinas ,Michoacán,8
,,Terminar con las mineras canadienses ,Michoacán,8
,,Mayor inversión en comida saludable,Michoacán,8
,,Asegurar precios de garantía para los productores ,Michoacán,8
,,fortalecer a los pequeños productores ,Michoacán,8
,,apoyo en precios de garantía,Michoacán,8
,,mejorar los caminos en las zonas rurales,Michoacán,8
,,impulsar agroecología,Michoacán,8
,,Apoyo para exportación ,Michoacán,8
,,justicia real y cuidado a las personas campesinas,Michoacán,8
Tener más humildad,Controlar la tala de arboles y aumentar la reforestacion,Que haya ranchos con herramientas para sus trabajos empresarios como huertas fincas ,Michoacán,9
Inculcar el respeto a las etnias y diferencias ,"Sacar adelante el desarrollo sustentable de forma honesta, trasparente y que sea para el bienestar de todos ",Enseñar a las familias las técnicas de cuartos familiares orgánicos y cultivo de hongos promover la hidropobia y el cultivo de peces a nivel familiar así como criaderos familiares  como gallinas conejos y otras aves de corral,Michoacán,9
Escuela para los niños y jóvenes de las distintas etnias dentro de todo el País,Ser mas estricto en la aplicacion de quimicos ,Ah que los programas de oportunidad sean realmente para las personas que más lo necesitan en ocasiones se les da a las personas que más tienen y a las más vulnerables no se les brinda apoyo,Michoacán,9
Proyectos productivos para las etnias,"Tomar en cuenta a las personas discapacitadas y a las personas de la tercera edad, mas trabajo para ellas ",Que se les ayude en nuestros campesinos para seguir adelante y tener más productos,Michoacán,9
Respetarnos como humanos y aceptar las diferencias,Hacer conciencia en la población para reciclar ,"apoyo hacia los agricultores, promocionar el cuidado del campo del agua, sembrar más plantas y tener más cuidados con ellas promover menos uso de los automóviles y promover más uso de las bicicletas,  también hay que tratar de no tirar basura en las calles ya que eso puede provocar inundaciones y que se tapen las alcalillas que puede llegar a ríos",Michoacán,9
Becas para todas las familias porque hay gente que sí lo necesita,"Gran parte de los problemas ambientales son sociales de habitos , que la educación ambiental inicie desde la primaria ","Apoyo para comprar semillas y fertilizantes, más apoyo para que muchos lugares como San Juan Sean  donde se ha perdido el cultivo de maíz por el precio bajo y ver que el mejor precio lo  tiene la producción de aguacate, poner atencion en el cambio del uso de suelo",Michoacán,9
Autonomía de los pueblos indígenas,"Apoyo en fertilizantes, apoyo para la mujer de campo ",Han implementado programas como sembrando vida precios de garantía etcétera nuevas políticas para el campo para fortalecer la economía de las familias producir mejores alimentos sin químicos ni plagicidas Seguridad Social a los campesinos. Que no se ocupen las empresar de  producto de productores extranjeros.,Michoacán,9
Mas apoyo para los pueblos originarios ,Mas basureros ,"Justicia  para las personas desaparecidas en especial a las mujere, justicia para los animaless violentados y asecinados ",Michoacán,9
Programas de no discriminación,La reforestacion continua ,Trabajo mejor remunerado para los trabajadores del campo ,Michoacán,9
Que no se discriminen las lenguas todas sirven y apoyan,Promover campañas para reciclar basura ,"Que lleguen los recursos a quienes en realidad lo necesitan o sea a los campesinos que trabajan arduamente para el abastecimiento de los alimentos básicos,  vigilar que en verdad se han distribuidos a las personas que trabajan en campo y que éstos sean bien pagados de esta forma se fortalecerá el trabajo para que sigan luchando por un México sustentable y fuerte",Michoacán,9
Empleos para las personas hombres y mujeres y becas para las familias,"Que todos los que tengamos en nuestra casa sembrado un pino , para tener un medio ambiente sano ",Hace falta muchos apoyos para el campo como en la cuestión económica y fertilizantes,Michoacán,9
"Que los que se sienten de sangre azul,  la raza superior, dejen de matar los lastimarlos molestarlos y discriminarlos",Implementar tecnicas agrioecologicas de la mano de una mayor tecnificacion de diversos cultivos ,Que manten más despensas para San Juan nuevo y que le den becas a todos los niños desde guarderías preescolar y Primaria,Michoacán,9
Apoyar y asesorar a los productores que no los olviden  ni los desaparezcan,Reforestar  y resiclar ,"Que se siga apoyando el programa sembrando vida para que México siga produciendo diferentes tipos de frutos y alimentos de alta calidad, que haya más apoyo para el campo y los campesinos",Michoacán,9
Rescatar los usos y costumbres de los pueblos ya que se ha ido deformando con el uso obsesivo del consumo del alcohol,Que los estados y municipios tengan programas de reforestacion lugares coon arboles frondosos ,"Que haya maíz y frijol que ya no suban los precios de la canasta básica por que los nos pagan no nos alcanza para comprar carne,  también que ya no hubiera droga, que se agarren a los que la venden porque cuenta mujer y niño sufren a causa de esos vicios ya que muchos  dejan a sus hijos sin comer por ir a consumir la droga",Michoacán,9
Que tengan gobiernos que trabajen por el bien de todos no para ellos mismos,No usar arboles de navidad ,"Que existe más apoyo para los campesinos para poder cultivar sus tierras y también qué se les pague más a los que trabajan en el campo,  oportunidades para que ellos también puedan estudiar",Michoacán,9
Acceso a la educación ciencia y tecnología para los pueblos originarios,Tener precaución  con los incendios ,"Han hecho mucho por el campo pero aún estamos autosustentabilidad en alimentos y que haya más pensiones para personas mayores como para estudiantes y poder producir suficiente alimento para todos, ya no importar de otros lugares sino de nuestro campo mexicano",Michoacán,9
Promover las culturas de los pueblos originarios y fortalecer sus lenguajes,"Que el servicio de recolección de basura , pase de menos 2 veces por semana. ",Garantizar un sepelio gratis para todas y todos,Michoacán,9
Devolver las tierras a los originales dueños de volver sus derechos de libertad y de identidad,Frenar el cambio de uso de suelo tanto para huertas como viviendas ,Que bajen los precios de las canasta básica y que haga más ayuda para la gente que lo necesitamos y también quisiera que hubiera un centro de rehabilitación donde no se cobrará ,Michoacán,9
Apoyo para los pueblos originarios,Cuidar bosques y sembrar mas pinos ,Que los apoyos lleguen realmente a los campesinos en San Juan a los que soliciten de a poco pero a todos,Michoacán,9
"Llevar todo lo necesario para que se puedan desarrollar como programas de construcción sustentable, educación, salud y acceso a servicios básicos",Que las autoridades tengan y pongan mas atencion del medio ambiente,Que el gobierno mexicano apoye a las industrias agricultoras y campesinas también que se les apoye a que los lotes baldíos formen parte de comunidad para la agricultura,Michoacán,9
Como objetivo principal es llevar a cabo la cuarta T y que se construya una red de aguas residuales,"Separacion de basura, servicio de recolección, platicas sobre el cuidado del medio ambiente ",Reglas forestales,Michoacán,9
Mayor autonomía a los pueblos originarios abrieron la oportunidad para la preparación,Ser mas cuidadooso con nuestro medio ambiente ,Que a la siembra de granos le den prioridad,Michoacán,9
Que exista seguridad para todos los pueblos originarios apoyarlos para sus maquinarias,"Mas vigilancia de los bosques, ya quelas talas clandestinas es muy grave ",Créditos al campo,Michoacán,9
,"Que se le de seguimiento al tratamiento de aguas, residuales para que llegue agua limpia a los pueblos de tierra caliente , que se quiten los drenajes que desemvocan en rios ",Seguimiento al cobro de impuestos,Michoacán,9
,Quitar urgentemente los drenajes del rio cupatitzio,Que sigan los apoyos y que se le den a las personas correctas en San Juan nuevo,Michoacán,9
,"Ampliar la seguridad en el campo, garantizar el acceso a la salud ",Que el que es continúe en lugar de nuestro presidente siga trabajando como él apoyando a los que menos tienen,Michoacán,9
,Contratar especialistas de otros paises ,"Creo que el apoyo no ha llegado a los campesinos como debería de ser hace falta que el gobierno supervise ese tema y por lo tanto los productos del campo se han en encarecidos  para que tengan acceso a productos al alcance de su presupuesto, se debe de apoyar para que tengan acceso a productos al alcance de su presupuesto",Michoacán,9
,"Que haya proteccion de agua, para evitar enfermedades humanas ","El aguacate es bueno pero nos  quitan los pinos que nos dan aire por tanto químico en los productos que afectan la salud, nos hace falta más naturaleza y becas para los estudiantes",Michoacán,9
,Muy buen proyecto ,"Apoyar a los campesinos, ejidos de tierra comunal, creditos para el campo, ",Michoacán,9
,Cuidar los bosques y remplantar pinos y arboles frutales que ayuden a los alimentos que se consumen ,"Apoyo al campesino, que los apoyos sean directamente al campesino",Michoacán,9
,Ser mas eficientes en el aspecto de produccion y conservacion del agua.,Mas apoyo económico ,Michoacán,9
,"Dejen de arrojar basura, a la calle que afecta las calles con las lluvias ",Dar mas ayudas a los campesinos para sembrar sus tierras y para producir sus alimentos ,Michoacán,9
,"Leyes que prohiban la produccion de contaminantes , mas educación  sobre el medio ambiente en escuelas, nilos, adolescentes, adultos, en colonias y barrios ","Maquinaria para el campo, prestaciones a los campesinos, presios justos, menos importaciones",Michoacán,9
